response_id,job_title,gender,age,switched_into_data_career,role_category,country_of_residence,average_of_current_salary,ethnicity,rating_salary,rating_work_life_balance,rating_coworkers,rating_management,rating_upward_mobility,rating_learning,top_priority_when_looking_for_new_job,Highest_Level_of_Education,diificulty_breaking_into_data,favourite_programming_language,industry
62a3aaa3cec54911e9cb1724,Analytics Engineer,Female,29,1,Data Engineer,United States,53000,Black or African American,5,7,9,8,8,8,Better Salary,Masters,Neither easy nor difficult,R,Healthcare
62a3ab320f8c8599d5afdfa8,Data Analyst,Male,31,1,Data Analyst,India,20000,Asian or Asian American,3,4,4,4,4,2,Better Salary,Masters,Easy,R,Tech
62a3abacd8c00e9f541a96eb,Student/Looking/None,Male,34,0,Student/Looking/None,South Africa,20000,Black or African American,0,5,0,0,0,0,Remote Work,High School,Very Difficult,R,Government & Public Sector
62a3ac4bf8f756164585ea83,Data Analyst,Male,26,1,Data Analyst,Bangladesh,20000,Other,3,2,4,3,7,8,Good Work/Life Balance,Bachelors,Easy,Python,Tech
62a3ad35cec54911e9cb1b5c,Jr. Data Scientist,Female,26,0,Data Scientist,United States,95500,White or Caucasian,4,6,5,6,6,4,Remote Work,Bachelors,Neither easy nor difficult,Python,Healthcare
62a3ae69bc6861bf3177900d,Continuous Quality Improvement Specialist,Male,27,1,Other,United States,53000,Black or African American,3,6,9,6,5,10,Other (Please Specify):Mentorship from leading Data Analyst,Masters,Difficult,Other:DAX,Other
62a3af26cec54911e9cb1f3a,Data Analyst,Male,26,1,Data Analyst,United States,75500,White or Caucasian,8,5,9,6,6,10,Remote Work,Bachelors,Neither easy nor difficult,Python,Logistics & Transport
62a3af66f8f756164585eeb8,Student/Looking/None,Female,26,1,Student/Looking/None,United States,20000,Asian or Asian American,4,5,4,4,3,4,Better Salary,Masters,Very Difficult,Python,Tech
62a3b135b4da29969c63b1ed,Data Analyst,Male,24,1,Data Analyst,United States,53000,White or Caucasian,2,5,5,5,4,5,Better Salary,Bachelors,Easy,R,Finance
62a3b255d8c00e9f541a9fd5,Data Analyst,Female,28,1,Data Analyst,Ireland,95500,Other,4,6,3,4,4,2,Better Salary,Masters,Easy,Python,Retail & E-commerce
62a3b314f408bae018ee0938,Data Analyst,Male,29,1,Data Analyst,United States,115500,White or Caucasian,8,8,10,9,7,5,Better Salary,Bachelors,Easy,R,Other
62a3b3f6bc6861bf3177973b,Data Analyst,Female,26,1,Data Analyst,United States,75500,Asian or Asian American,3,2,1,1,0,2,Better Salary,Masters,Very Difficult,Python,Finance
62a3ba4dbc6861bf31779f24,Data Analyst,Male,28,1,Data Analyst,United Kingdom,53000,White or Caucasian,3,5,3,3,1,1,Better Salary,Bachelors,Neither easy nor difficult,Python,Other
62a3baa624a262602738ff27,Data Analyst,Male,25,0,Data Analyst,France,20000,White or Caucasian,6,8,7,6,2,4,Other (Please Specify):Intresting work,Masters,Easy,Python,Finance
62a3bc00d8c00e9f541aad66,Data Analyst,Female,26,1,Data Analyst,United States,75500,Asian or Asian American,5,7,7,3,7,9,Better Salary,Bachelors,Difficult,R,Finance
62a3bf1b0a77c1a77f66a347,Data Engineer,Female,38,1,Data Engineer,United States,137500,White or Caucasian,6,3,9,5,8,8,Remote Work,Masters,Neither easy nor difficult,Python,Healthcare
62a3c021f8f756164586043f,Other (Please Specify),Female,20,1,Other,Nigeria,20000,Black or African American,0,3,3,3,4,4,Better Salary,High School,Neither easy nor difficult,Other:SQL,Other
62a3c1b1bc6861bf3177aa8c,Data Analyst,Female,45,0,Data Analyst,United States,75500,Black or African American,4,6,7,7,2,2,Remote Work,Masters,Neither easy nor difficult,Other:SQL,Education
62a3c30324a26260273909b9,Data Analyst,Male,27,0,Data Analyst,Canada,95500,Other,5,3,5,6,6,4,Good Work/Life Balance,Masters,Difficult,Python,Marketing & Media
62a3c476bc6861bf3177ad9d,Data Analyst,Male,28,1,Data Analyst,Canada,53000,Asian or Asian American,3,7,7,7,7,6,Good Culture,Masters,Difficult,Python,Consulting
62a3c5f2cec54911e9cb3d9b,Student/Looking/None,Female,29,1,Student/Looking/None,Germany,20000,Other,2,10,10,10,10,3,Remote Work,Bachelors,Neither easy nor difficult,R,Student / Not Employed
62a3c7f1bc6861bf3177b06e,PMO,Female,43,0,Other,Singapore,53000,Asian or Asian American,7,7,7,7,7,7,Better Salary,High School,Neither easy nor difficult,C/C++,Tech
62a3c8652e54c9003e54103e,Data Analyst,Male,26,1,Data Analyst,Antigua,20000,Black or African American,0,5,9,9,0,10,Remote Work,Bachelors,Neither easy nor difficult,Python,Finance
62a3ca44bae91e4b8b83dcd4,Student/Looking/None,Female,47,0,Student/Looking/None,United States,53000,Black or African American,7,8,7,7,8,7,"Other (Please Specify):Mix of better salary, good work/life balance, remote work and good culture",Bachelors,Neither easy nor difficult,Other:SQL,Tech
62a3cafff8d5efcc22f8b5cb,Student/Looking/None,Male,23,1,Student/Looking/None,Nigeria,20000,Black or African American,NULL,NULL,NULL,8,10,10,Remote Work,Bachelors,Easy,Python,Finance
62a3cbfef8d5efcc22f8b6f1,Data Analyst,Male,25,1,Data Analyst,Egypt,20000,Other,0,1,1,1,1,2,Better Salary,Bachelors,Very Difficult,Python,Tech
62a3cde8f8f7561645861366,System Administrator,Male,32,0,Other,Poland,20000,White or Caucasian,6,6,3,7,2,4,Other (Please Specify):Learning opportunity,Masters,Very Difficult,Python,Finance
62a3cfed0f8c8599d5b00b12,Data Analyst,Female,25,1,Data Analyst,United States,20000,White or Caucasian,1,10,10,5,3,1,Better Salary,Bachelors,Neither easy nor difficult,Python,Finance
62a3d21ef3072dd8926314d1,Data Analyst,Female,29,0,Data Analyst,Venezuela,20000,Hispanic or Latino,1,2,10,1,2,8,Remote Work,Bachelors,Difficult,Python,Finance
62a3d37c0a77c1a77f66bc0e,Data Analyst,Female,33,0,Data Analyst,United States,53000,Asian or Asian American,3,7,5,5,3,3,Better Salary,Bachelors,Neither easy nor difficult,Other:SQL,Healthcare
62a3d8dbf8f7561645861f9d,Data Analyst,Male,36,0,Data Analyst,United States,115500,Asian or Asian American,6,10,10,10,7,6,Other (Please Specify):Learning New Things,Masters,Easy,Python,Education
62a3d9697dc029e2d66cf087,Data Analyst,Male,25,1,Data Analyst,United States,53000,White or Caucasian,4,10,9,3,0,10,Good Work/Life Balance,Bachelors,Difficult,Python,Healthcare
62a3dac9f3072dd892631e12,Data Scientist,Male,38,0,Data Scientist,United States,187500,White or Caucasian,8,7,8,7,7,8,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Other
62a3dc3ab4da29969c63e3d7,Data Analyst,Male,30,1,Data Analyst,United States,75500,Other,3,2,6,6,5,4,Good Work/Life Balance,Masters,Difficult,R,Energy & Utilities
62a3e2abf8f75616458628d1,Data Analyst,Male,35,1,Data Analyst,United States,53000,Black or African American,3,5,6,6,6,7,Good Culture,Masters,Difficult,Python,Tech
62a3e32bd8c00e9f541ad5f0,Teacher,Female,42,0,Other,United States,53000,White or Caucasian,0,1,10,5,0,0,Better Salary,Bachelors,Difficult,"Other:SQL because that is all I know really well so far. ",Education
62a3ecf7bc6861bf3177d5c2,Data Analyst,Male,30,1,Data Analyst,United States,75500,White or Caucasian,3,5,4,6,4,6,Remote Work,Masters,Easy,Python,Healthcare
62a3eea9bae91e4b8b8401a4,Student/Looking/None,Female,25,1,Student/Looking/None,Nigeria,20000,Black or African American,0,0,0,0,0,4,Better Salary,Bachelors,Very Difficult,Python,Other
62a3f39df8d5efcc22f8ddc2,Data Analyst,Female,28,0,Data Analyst,United States,95500,Asian or Asian American,5,9,5,2,5,1,Good Culture,Bachelors,Difficult,Python,Healthcare
62a3f6a25d257a28a30e9d02,Data Analyst,Male,28,1,Data Analyst,Canada,20000,Asian or Asian American,5,10,8,5,7,10,Other (Please Specify):Salary and expo,Bachelors,Very Difficult,Python,Other
62a3f6d9bae91e4b8b8408ca,Student/Looking/None,Male,20,0,Student/Looking/None,Malaysia,20000,Asian or Asian American,0,0,0,0,0,0,Better Salary,High School,Neither easy nor difficult,Other:Sql,Student / Not Employed
62a3fc7c7dc029e2d66d10e8,Data Analyst,Male,33,1,Data Analyst,United States,115500,Hispanic or Latino,7,8,7,7,10,10,Good Culture,Masters,Easy,Other:VBA,Construction
62a3fe0d5d257a28a30ea3c8,Data Analyst,Male,23,0,Data Analyst,United States,75500,White or Caucasian,8,6,7,7,8,8,Better Salary,Associates,Easy,Python,Tech
62a3fea50a77c1a77f66e41b,Data Analyst,Female,35,1,Data Analyst,Brazil,20000,Hispanic or Latino,4,5,7,7,5,7,Better Salary,Bachelors,Neither easy nor difficult,R,Healthcare
62a40276bc6861bf3177e6fd,Student/Looking/None,Male,22,1,Student/Looking/None,India,20000,Asian or Asian American,2,2,3,3,2,3,Good Work/Life Balance,Bachelors,Difficult,Python,Other
62a403bbf8d5efcc22f8eb18,Data Analyst,Male,33,1,Data Analyst,India,20000,Asian or Asian American,5,10,5,6,6,8,Better Salary,Bachelors,Very Difficult,Python,Tech
62a403d30f8c8599d5b03d65,Data Engineer,Male,22,0,Data Engineer,United States,20000,White or Caucasian,1,7,7,7,1,2,Better Salary,Bachelors,Very Easy,Python,Government & Public Sector
62a4044acf25554317312a81,Data Analyst,Male,35,1,Data Analyst,United States,95500,White or Caucasian,7,8,8,7,5,9,Remote Work,Bachelors,Neither easy nor difficult,R,Logistics & Transport
62a4061bf408bae018ee5deb,Data Analyst,Female,37,1,Data Analyst,United States,75500,White or Caucasian,8,5,6,4,4,8,Good Work/Life Balance,Masters,Easy,Other:SQL,Other
62a40726575fa3a5ae89d990,Student/Looking/None,Male,22,1,Student/Looking/None,United States,20000,Other,4,NULL,NULL,NULL,NULL,NULL,Better Salary,Associates,Very Easy,Python,Finance
62a4098124a2626027394ddc,Data Analyst,Male,36,1,Data Analyst,United States,75500,White or Caucasian,10,10,10,7,10,10,Better Salary,Masters,Neither easy nor difficult,Python,Healthcare
62a40c99575fa3a5ae89de4b,Data Scientist,Male,26,1,Data Scientist,India,95500,Hispanic or Latino,6,5,8,8,7,9,Good Work/Life Balance,Bachelors,Easy,Python,Retail & E-commerce
62a40d86d8c00e9f541afb5e,Data Analyst,Female,25,1,Data Analyst,South Korea,20000,Asian or Asian American,3,2,6,5,5,6,Good Culture,Bachelors,Neither easy nor difficult,R,Marketing & Media
62a40da3cf255543173132e2,Data Analyst,Female,34,1,Data Analyst,United States,53000,White or Caucasian,4,6,6,5,5,6,Remote Work,High School,Neither easy nor difficult,R,Other
62a40dfa5d257a28a30eb110,Data Analyst,Male,33,1,Data Analyst,Chile,20000,Hispanic or Latino,4,8,8,8,7,8,Remote Work,Bachelors,Difficult,Python,Other
62a410b5cec54911e9cb8262,Student/Looking/None,Male,37,0,Student/Looking/None,United States,53000,White or Caucasian,0,4,0,1,4,2,Good Work/Life Balance,Bachelors,Very Difficult,Python,Retail & E-commerce
62a41135bc6861bf3177f3d8,Data Analyst,Female,54,0,Data Analyst,United States,75500,White or Caucasian,5,5,7,6,4,6,Better Salary,High School,Very Easy,Python,Marketing & Media
62a41795cec54911e9cb8854,Data Analyst,Male,26,1,Data Analyst,India,20000,Asian or Asian American,2,NULL,NULL,NULL,NULL,NULL,Better Salary,Bachelors,Very Easy,Python,Finance
62a41964d8c00e9f541b061d,Data Analyst,Female,27,0,Data Analyst,United States,53000,Hispanic or Latino,4,7,7,7,2,7,Better Salary,Masters,Neither easy nor difficult,R,Education
62a41968f8d5efcc22f8fd44,Database Developer,Male,24,1,Software Engineering,United Kingdom,20000,White or Caucasian,2,3,6,6,3,5,Better Salary,Bachelors,Difficult,Other:Sql,Retail & E-commerce
62a41e23bc6861bf3177fffb,Data Analyst,Male,24,1,Data Analyst,Egypt,20000,White or Caucasian,5,5,5,5,5,10,Better Salary,Bachelors,Neither easy nor difficult,Python,Finance
62a421cebc6861bf317803f5,Consultant,Male,27,1,Other,Panama,20000,White or Caucasian,3,4,5,3,2,3,Better Salary,Bachelors,Neither easy nor difficult,Python,Consulting
62a42243f8d5efcc22f90c55,Student/Looking/None,Male,25,0,Student/Looking/None,Indonesia,20000,Asian or Asian American,0,0,0,0,0,0,Remote Work,Bachelors,Very Difficult,Python,Other
62a424ccd8c00e9f541b114e,Data Analyst,Female,28,1,Data Analyst,United Kingdom,20000,Black or African American,1,7,7,7,7,1,Better Salary,Masters,Difficult,Python,Tech
62a42527b4da29969c6423f7,Business Intelligence Developer,Male,21,0,BI / Analytics Developer,United States,53000,Asian or Asian American,3,6,5,5,3,4,Remote Work,Bachelors,Easy,Python,Education
62a425ec2e54c9003e5467bf,Data Analyst,Female,28,1,Data Analyst,United States,95500,White or Caucasian,4,4,5,5,4,6,Good Work/Life Balance,Bachelors,Difficult,Other,Healthcare
62a427190a77c1a77f67095c,Data Analyst,Male,30,1,Data Analyst,Ghana,20000,Black or African American,3,5,5,5,5,2,Remote Work,Masters,Neither easy nor difficult,Python,Tech
62a429f0f3072dd892636396,Data Analyst,Male,24,0,Data Analyst,Angola,20000,Black or African American,0,10,0,9,5,10,Remote Work,Associates,Easy,Python,Education
62a42d6ef8d5efcc22f9178a,Data Analyst,Male,26,1,Data Analyst,India,20000,Other,7,4,6,5,6,6,Remote Work,Bachelors,Difficult,Python,Healthcare
62a436fd24a2626027397c93,Data Analyst,Female,19,1,Data Analyst,Bangladesh,20000,Asian or Asian American,NULL,NULL,NULL,NULL,NULL,5,Good Work/Life Balance,High School,Neither easy nor difficult,Python,Tech
62a43e86f408bae018ee913a,Student/Looking/None,Female,92,0,Student/Looking/None,India,20000,Asian or Asian American,5,6,6,5,1,3,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Other
62a43ed4f8d5efcc22f92d0a,Data Analyst,Male,28,1,Data Analyst,Nigeria,20000,Black or African American,1,8,5,1,7,8,Remote Work,Bachelors,Neither easy nor difficult,Python,Healthcare
62a43f43f408bae018ee9281,Student/Looking/None,Female,24,1,Student/Looking/None,India,20000,Asian or Asian American,0,1,2,2,1,1,Better Salary,Masters,Neither easy nor difficult,Python,Education
62a440ab575fa3a5ae8a1418,Informatics Specialist,Male,25,0,Other,United States,53000,Asian or Asian American,7,10,10,10,5,10,Better Salary,Masters,Easy,Python,Healthcare
62a441e3575fa3a5ae8a1552,Data Analyst,Male,42,1,Data Analyst,United Kingdom,53000,Black or African American,4,5,5,5,6,6,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Finance
62a446faf8f7561645868c60,Data Analyst,Male,21,1,Data Analyst,India,20000,Asian or Asian American,2,3,3,3,3,3,Better Salary,Bachelors,Difficult,Python,Tech
62a448832e54c9003e5491c5,Data Analyst,Male,24,0,Data Analyst,United States,75500,White or Caucasian,7,8,9,7,7,6,Better Salary,Bachelors,Easy,Python,Healthcare
62a44ae2f8f7561645869335,Data Analyst,Female,26,1,Data Analyst,United States,53000,White or Caucasian,4,7,6,6,6,7,Better Salary,Bachelors,Neither easy nor difficult,Python,Healthcare
62a44bc7bc6861bf31783829,Data Analyst,Male,30,1,Data Analyst,United Kingdom,20000,White or Caucasian,2,8,8,9,8,10,Better Salary,Bachelors,Difficult,Python,Other
62a44ea3f408bae018eea62a,Data Engineer,Male,27,1,Data Engineer,United States,95500,Black or African American,6,10,10,10,10,10,Good Culture,Bachelors,Neither easy nor difficult,Other:SQL,Marketing & Media
62a4514ff408bae018eea94d,Data Engineer,Male,28,1,Data Engineer,India,20000,Asian or Asian American,0,4,1,0,1,3,Better Salary,Bachelors,Easy,Python,Tech
62a45a140a77c1a77f67469d,Data Analyst,Female,29,0,Data Analyst,United Kingdom,75500,White or Caucasian,6,8,7,7,5,6,Better Salary,Bachelors,Easy,Other:SQL,Government & Public Sector
62a45c8bf3072dd89263a493,Data Analyst,Female,26,0,Data Analyst,India,20000,Asian or Asian American,0,0,0,0,0,0,Good Work/Life Balance,Bachelors,Easy,Python,Student / Not Employed
62a45f8c0f8c8599d5b09d40,Data Engineer,Male,29,1,Data Engineer,Nigeria,20000,Black or African American,3,3,3,3,3,4,Remote Work,Bachelors,Neither easy nor difficult,Python,Finance
62a4604d0a77c1a77f674e29,Business Analys,Male,60,0,Other,United Kingdom,75500,White or Caucasian,3,5,7,2,5,7,Remote Work,Masters,Easy,Other:None,Finance
62a46a66f8d5efcc22f95a7a,Data Analyst,Male,25,1,Data Analyst,Nigeria,20000,Black or African American,5,8,8,5,5,6,Better Salary,Bachelors,Neither easy nor difficult,Python,Healthcare
62a46ad7d8c00e9f541b664a,"Finance Analyst ",Female,37,0,Data Analyst,Nigeria,20000,Other,0,0,1,3,2,1,Good Work/Life Balance,Masters,Neither easy nor difficult,R,Construction
62a46dbecf25554317319e48,Data Analyst,Female,30,1,Data Analyst,Canada,75500,Asian or Asian American,6,8,3,4,5,1,Better Salary,Bachelors,Neither easy nor difficult,Python,Finance
62a475dcf408bae018eed15c,Data Analyst,Female,27,1,Data Analyst,Nigeria,20000,Black or African American,0,1,2,1,0,3,Better Salary,Masters,Neither easy nor difficult,Python,Healthcare
62a477f0b4da29969c64892f,Data Scientist,Male,31,1,Data Scientist,United States,225000,White or Caucasian,5,6,5,5,6,6,Other (Please Specify):In office work,PhD,Difficult,R,Tech
62a47947cec54911e9cbf6b2,Student/Looking/None,Male,24,0,Student/Looking/None,United Kingdom,20000,Asian or Asian American,10,10,10,10,10,10,Good Work/Life Balance,Masters,Neither easy nor difficult,R,Student / Not Employed
62a47c587dc029e2d66d9782,Data Analyst,Female,20,0,Data Analyst,United States,20000,Black or African American,0,6,6,6,5,6,Better Salary,Bachelors,Neither easy nor difficult,Other:MATLAB,Finance
62a47e3ef3072dd89263c8c0,Web Developer,Male,24,0,Software Engineering,India,20000,Asian or Asian American,2,1,4,1,1,1,Good Work/Life Balance,Bachelors,Easy,R,Tech
62a47e812e54c9003e54d789,Student/Looking/None,Male,24,1,Student/Looking/None,Romania,20000,White or Caucasian,3,6,7,6,4,4,Good Work/Life Balance,Bachelors,Neither easy nor difficult,R,Other
62a47ea87dc029e2d66d9b60,Student/Looking/None,Male,41,0,Student/Looking/None,Spain,20000,Hispanic or Latino,0,1,3,0,0,0,Good Work/Life Balance,Bachelors,Neither easy nor difficult,R,Student / Not Employed
62a47f1e0a77c1a77f677174,Data Analyst,Male,41,1,Data Analyst,United States,95500,White or Caucasian,8,8,8,8,8,8,Better Salary,Bachelors,Difficult,R,Tech
62a48566b4da29969c64995a,"Manager ",Male,43,0,Management,United States,187500,White or Caucasian,9,8,9,10,8,10,Good Culture,Bachelors,Neither easy nor difficult,Python,Retail & E-commerce
62a48612d8c00e9f541b86b8,Data Analyst,Female,38,0,Data Analyst,United States,75500,White or Caucasian,7,7,8,4,6,9,Remote Work,Bachelors,Easy,Python,Healthcare
62a487167dc029e2d66da73e,Data Analyst,Female,28,1,Data Analyst,Philippines,20000,Asian or Asian American,5,5,5,5,5,6,Better Salary,Bachelors,Neither easy nor difficult,Python,Retail & E-commerce
62a488197dc029e2d66da8a1,Data Analyst,Female,31,1,Data Analyst,Germany,95500,Hispanic or Latino,10,8,6,10,7,5,Good Culture,Bachelors,Neither easy nor difficult,Python,Healthcare
62a48c4c24a262602739e141,Data Analyst,Female,28,1,Data Analyst,United States,95500,White or Caucasian,8,7,8,6,7,8,Good Work/Life Balance,Masters,Difficult,Other:SAS,Government & Public Sector
62a48cbdf408bae018eeeccf,Data Analyst,Male,23,0,Data Analyst,United States,53000,Asian or Asian American,7,8,9,9,4,9,Remote Work,Masters,Easy,C/C++,Healthcare
62a48d4df8d5efcc22f98308,Data Analyst,Male,25,0,Data Analyst,United Kingdom,53000,Black or African American,5,5,4,5,6,6,Better Salary,Bachelors,Neither easy nor difficult,Python,Energy & Utilities
62a48d562e54c9003e54ea2b,Junior Software Engineer,Male,26,0,Software Engineering,Poland,20000,White or Caucasian,2,5,2,8,9,10,Remote Work,Masters,Difficult,R,Tech
62a48da6b4da29969c64a3a5,Data Scientist,Male,35,1,Data Scientist,United States,137500,White or Caucasian,9,4,8,7,5,6,Good Work/Life Balance,Bachelors,Difficult,Python,Finance
62a49012f408bae018eef16d,Data Analyst,Male,30,1,Data Analyst,Denmark,115500,White or Caucasian,8,9,9,7,8,8,Remote Work,Masters,Neither easy nor difficult,R,Retail & E-commerce
62a491b3b4da29969c64a89e,Data Analyst,Male,35,1,Data Analyst,United Kingdom,95500,White or Caucasian,3,NULL,NULL,NULL,NULL,NULL,Better Salary,Bachelors,Neither easy nor difficult,R,Tech
62a4926ef408bae018eef4ee,Data Analyst,Male,28,1,Data Analyst,Panama,20000,Hispanic or Latino,0,8,5,5,2,2,Better Salary,Bachelors,Easy,Python,Retail & E-commerce
62a495d724a262602739ee07,Student/Looking/None,Female,24,0,Student/Looking/None,Nigeria,20000,Black or African American,0,2,3,3,2,3,Good Work/Life Balance,Bachelors,Easy,Python,Tech
62a49b3cb4da29969c64b5dc,Data Analyst,Female,34,1,Data Analyst,United States,53000,White or Caucasian,8,10,7,5,6,5,Good Culture,Bachelors,Neither easy nor difficult,Python,Tech
62a49e087dc029e2d66dc57e,Data Analyst,Female,31,1,Data Analyst,Germany,53000,White or Caucasian,3,5,4,5,3,6,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Tech
62a49e47b4da29969c64b9f9,Data Analyst,Male,30,1,Data Analyst,United Kingdom,20000,Asian or Asian American,0,0,0,0,0,0,Good Work/Life Balance,Masters,Difficult,Python,Tech
62a49e5f24a262602739f9af,Data Engineer,Male,40,1,Data Engineer,United Kingdom,95500,White or Caucasian,4,4,1,6,1,5,Better Salary,Bachelors,Difficult,JavaScript,Logistics & Transport
62a49fe7b4da29969c64bbe1,Data Analyst,Male,26,0,Data Analyst,United States,53000,Hispanic or Latino,4,10,10,10,8,6,Better Salary,Bachelors,Very Difficult,R,Consulting
62a4a3d4f8d5efcc22f9a051,Data Analyst,Male,25,0,Data Analyst,United States,137500,White or Caucasian,9,9,6,6,6,7,Good Culture,Bachelors,Neither easy nor difficult,R,Healthcare
62a4a8cb0a77c1a77f67a405,Data Analyst,Male,45,1,Data Analyst,Greece,20000,White or Caucasian,NULL,5,8,4,8,4,Good Culture,Associates,Easy,Other:Sql,Other
62a4abb30f8c8599d5b0fc24,Data Analyst,Male,26,0,Data Analyst,United States,53000,Black or African American,7,9,8,6,6,9,Good Culture,Masters,Neither easy nor difficult,R,Finance
62a4afd87dc029e2d66ddb24,Data Scientist,Male,26,0,Data Scientist,India,20000,Other,7,7,8,6,6,4,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Finance
62a4b085cec54911e9cc3afe,"Researchers ",Male,23,1,Other,India,20000,Asian or Asian American,3,2,4,2,2,3,Better Salary,Masters,Difficult,Python,Finance
62a4b23f5d257a28a30f6b8c,Data Engineer,Male,25,1,Data Engineer,India,115500,Asian or Asian American,4,4,4,4,5,6,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Tech
62a4b29a5d257a28a30f6c63,Data Analyst,Female,33,1,Data Analyst,United States,53000,White or Caucasian,4,5,6,6,5,6,Better Salary,High School,Neither easy nor difficult,R,Healthcare
62a4b2e5f8f75616458712af,Senior Business Analyst,Male,33,0,Business Analyst,India,20000,Asian or Asian American,6,3,3,6,6,4,Other (Please Specify):Learning new skills,Bachelors,Very Easy,Other:Sql,Retail & E-commerce
62a4b6c30a77c1a77f67b54c,Data Analyst,Male,27,1,Data Analyst,United States,95500,White or Caucasian,7,8,7,8,3,4,Good Culture,Bachelors,Easy,R,Healthcare
62a4bf07b4da29969c64e4f8,Data Analyst,Female,28,1,Data Analyst,United States,115500,Hispanic or Latino,9,9,9,8,8,9,Remote Work,Masters,Difficult,Python,Tech
62a4bf3a0a77c1a77f67bef2,Data Analyst,Male,32,1,Data Analyst,United States,75500,Hispanic or Latino,5,6,7,6,6,7,Better Salary,Bachelors,Very Easy,Python,Tech
62a4c49a575fa3a5ae8aadf4,Data Analyst,Male,35,1,Data Analyst,India,20000,Asian or Asian American,2,6,3,6,6,7,Better Salary,Masters,Neither easy nor difficult,Python,Tech
62a4c57af3072dd8926421ac,Data Analyst,Male,34,1,Data Analyst,United States,95500,Hispanic or Latino,8,9,10,10,9,10,Good Culture,Masters,Neither easy nor difficult,Python,Government & Public Sector
62a4c6060a77c1a77f67c772,Data Analyst,Male,27,0,Data Analyst,Germany,53000,White or Caucasian,9,8,3,5,2,4,Better Salary,Masters,Easy,Python,Other
62a4c7d0f8f7561645872912,Data Coordinator,Female,30,1,Other,United States,75500,White or Caucasian,4,5,5,3,3,4,Good Culture,Masters,Easy,R,Education
62a4cdfad8c00e9f541bdc6b,Data Analyst,Male,34,0,Data Analyst,United States,75500,White or Caucasian,8,9,9,9,9,10,Better Salary,Masters,Neither easy nor difficult,Python,Logistics & Transport
62a4ce2bbae91e4b8b84f3db,"Student working as a data analyst intern ",Female,22,0,Data Analyst,United States,53000,White or Caucasian,3,10,6,5,7,8,Remote Work,Bachelors,Neither easy nor difficult,Python,Energy & Utilities
62a4cffeb4da29969c64f6a1,Data Analyst,Female,33,1,Data Analyst,India,20000,Asian or Asian American,2,2,5,5,2,3,Good Work/Life Balance,Masters,Very Difficult,Python,Finance
62a4d08bf3072dd892642d2c,Data Analyst,Female,26,0,Data Analyst,India,20000,Asian or Asian American,8,9,9,9,9,9,Better Salary,Masters,Neither easy nor difficult,Python,Finance
62a4d13bbae91e4b8b84f89b,Data Engineer,Male,28,1,Data Engineer,Argentina,20000,Hispanic or Latino,0,5,8,6,5,7,Better Salary,Bachelors,Neither easy nor difficult,Python,Tech
62a4d74c5d257a28a30f97fc,Driver,Male,42,0,Other,United Kingdom,20000,Other,2,2,7,4,8,1,Remote Work,Bachelors,Difficult,Python,Government & Public Sector
62a4d7f6bae91e4b8b84ffed,Data Analyst,Male,30,0,Data Analyst,Morocco,20000,Other,4,10,2,3,2,3,Better Salary,Masters,Neither easy nor difficult,R,Other
62a4d9d4bae91e4b8b8501f1,Data Scientist,Male,25,1,Data Scientist,United States,115500,White or Caucasian,10,9,8,8,9,10,Better Salary,Associates,Difficult,Other:Sql,Tech
62a4dd63f408bae018ef4e51,Data Analyst,Male,32,1,Data Analyst,United States,53000,Black or African American,4,6,6,6,5,7,Better Salary,Bachelors,Easy,Python,Construction
62a4e34d7dc029e2d66e10b9,Data Analyst,Male,31,0,Data Analyst,Germany,20000,Asian or Asian American,3,4,5,5,6,6,Better Salary,Masters,Neither easy nor difficult,Python,Tech
62a4e4c90f8c8599d5b13d8f,Data Analyst,Male,30,1,Data Analyst,United Arab Emirates,187500,White or Caucasian,8,7,5,4,7,7,Remote Work,High School,Easy,Python,Education
62a4e5aed8c00e9f541bf48c,Student/Looking/None,Male,23,1,Student/Looking/None,Canada,20000,Asian or Asian American,0,6,6,2,0,3,Better Salary,Bachelors,Neither easy nor difficult,Python,Other
62a4f6eef3072dd892645775,Data manager,Female,31,0,Management,United Kingdom,75500,White or Caucasian,7,7,6,7,6,6,Remote Work,Bachelors,Easy,R,Education
62a4fe370f8c8599d5b158c4,Data Analyst,Female,29,0,Data Analyst,Fin,53000,Black or African American,7,5,9,9,4,9,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Other
62a5008c5d257a28a30fbde5,Data Analyst,Male,24,1,Data Analyst,Nigeria,20000,Other,5,4,4,5,7,10,Remote Work,Bachelors,Neither easy nor difficult,Python,Tech
62a5038acec54911e9cc9526,"GIS Analyst ",Male,36,0,Data Analyst,United States,53000,Asian or Asian American,2,7,6,5,6,4,Better Salary,Masters,Neither easy nor difficult,Python,Government & Public Sector
62a50775f8f756164587677b,Data Analyst,Female,32,1,Data Analyst,United States,53000,White or Caucasian,4,6,6,6,6,6,Remote Work,Masters,Difficult,R,Government & Public Sector
